case_id,date_id,loc_id,car_id1,car_id2,car_id3,car_id4,nm_id1,nm_id2,nm_id3,nm_id4,fatalities
40654,6304,939,2268.0,2501.0,2407.0,,363.0,388.0,337.0,392.0,2
40660,6328,428,2415.0,2509.0,,,404.0,,,,1
40663,6340,495,2521.0,,,,408.0,,,,1
40666,6352,689,2288.0,,,,379.0,,,,1
40670,6368,481,2435.0,,,,386.0,,,,1
40672,6376,477,2439.0,,,,390.0,,,,1
40679,6404,424,2459.0,,,,394.0,,,,1
40683,6420,894,2374.0,,,,349.0,,,,1
40685,6428,890,2382.0,,,,353.0,,,,1
40690,6448,927,2320.0,,,,383.0,,,,1
40691,6452,815,2390.0,,,,357.0,,,,1
40693,6460,455,2394.0,2483.0,,,361.0,,,,1
40694,6464,389,2569.0,,,,416.0,,,,1
40695,6468,882,2487.0,,,,398.0,,,,1
40697,6476,633,2491.0,,,,402.0,,,,1
40701,6492,874,2410.0,,,,365.0,,,,1
40702,6496,870,2585.0,,,,420.0,387.0,391.0,424.0,2
40715,6548,747,2605.0,,,,428.0,,,,1
40719,6564,639,2442.0,,,,373.0,,,,1
40722,6576,919,2617.0,,,,432.0,,,,1
40723,6580,862,2519.0,,,,406.0,,,,1
40725,6588,858,2450.0,,,,377.0,,,,1
40727,6596,635,2621.0,,,,436.0,,,,1
40730,6608,915,2372.0,,,,403.0,,,,1
40733,6620,850,2466.0,,,,381.0,,,,1
40734,6624,911,2633.0,,,,440.0,,,,1
40738,6640,487,2535.0,,,,410.0,,,,1
40741,6652,459,2478.0,,,,385.0,,,,1
40743,6660,469,2396.0,,,,407.0,,,,1
40745,6668,313,2649.0,2645.0,,,444.0,,,,1
40757,6716,580,2412.0,,,,411.0,,,,1
40759,6724,453,2416.0,,,,415.0,,,,1
40765,6748,842,2428.0,,,,419.0,,,,1
40771,6772,834,2440.0,,,,423.0,,,,1
40772,6776,830,2530.0,,,,393.0,,,,1
40782,6816,445,2542.0,,,,397.0,,,,1
40783,6820,818,2456.0,2709.0,,,427.0,,,,1
40784,6824,814,2595.0,,,,414.0,,,,1
40785,6828,810,2713.0,,,,448.0,,,,1
40788,6840,883,2725.0,,,,452.0,,,,1
40798,6876,871,2558.0,,,,401.0,,,,1
40799,6880,806,2472.0,,,,431.0,,,,1
40802,6892,707,2745.0,,,,456.0,,,,1
40805,6904,437,2631.0,,,,418.0,,,,1
40813,6936,802,2492.0,,,,435.0,,,,1
40817,6952,433,2647.0,,,,422.0,,,,1
40820,6964,859,2651.0,,,,426.0,,,,1
40822,6972,798,2586.0,,,,405.0,,,,1
40824,6980,745,2590.0,,,,409.0,,,,1
40829,7000,794,2797.0,,,,460.0,,,,1
40837,7032,774,2679.0,,,,430.0,,,,1
40845,7064,766,2821.0,,,,468.0,,,,1
40846,7068,762,2687.0,,,,434.0,,,,1
40852,7088,665,2829.0,,,,472.0,,,,1
40863,7132,471,2849.0,,,,476.0,,,,1
40864,7136,661,2715.0,,,,438.0,,,,1
40875,7180,839,2869.0,,,,480.0,,,,1
40882,7208,738,2759.0,,,,442.0,,,,1
40894,7248,726,2710.0,,,,413.0,,,,1
40897,7260,722,2787.0,,,,446.0,,,,1
40901,7276,714,2905.0,,,,484.0,,,,1
40905,7292,706,2913.0,2636.0,,,439.0,,,,1
40908,7304,719,2921.0,,,,488.0,,,,1
40909,7308,702,2811.0,,,,450.0,,,,1
40911,7316,715,2734.0,,,,417.0,,,,1
40912,7320,741,2648.0,,,,443.0,,,,1
40913,7324,560,2738.0,,,,421.0,,,,1
40917,7340,694,2656.0,,,,447.0,,,,1
40918,7344,690,2660.0,2819.0,2742.0,2929.0,425.0,,,,1
40920,7352,682,2933.0,,,,492.0,,,,1
40922,7360,674,2937.0,,,,496.0,,,,1
40923,7364,670,2827.0,,,,454.0,,,,1
40925,7372,666,2754.0,,,,429.0,,,,1
40937,7420,823,2778.0,2863.0,,,433.0,,,,1
40942,7440,650,2782.0,,,,437.0,,,,1
50016,7504,1323,2895.0,2810.0,,,449.0,,,,1
50023,7532,1802,2744.0,,,,451.0,,,,1
50024,7536,1319,2907.0,,,,466.0,,,,1
50057,7660,1379,2894.0,,,,457.0,,,,1
50058,7664,917,3049.0,,,,504.0,459.0,508.0,463.0,1
50067,7700,1311,3069.0,,,,512.0,,,,1
50076,7732,797,2836.0,,,,467.0,,,,1
50078,7740,1810,2930.0,,,,461.0,,,,1
50104,7840,1303,3129.0,,,,516.0,,,,1
50134,7948,1734,3059.0,,,,470.0,,,,1
50136,7956,1794,3067.0,3014.0,3181.0,3063.0,474.0,,,,1
50153,8024,1790,3217.0,3046.0,3091.0,,520.0,,,,1
50170,8092,1658,2988.0,,,,479.0,,,,1
50174,8108,616,3257.0,,,,524.0,,,,1
50234,8332,1275,3076.0,,,,483.0,,,,1
50237,8344,700,3186.0,,,,473.0,,,,1
50241,8360,913,3088.0,,,,487.0,,,,1
50255,8416,1403,3210.0,,,,477.0,,,,1
50260,8436,1638,3369.0,,,,532.0,,,,1
50271,8480,1399,3385.0,,,,536.0,,,,1
50277,8496,1634,3263.0,,,,490.0,,,,1
50281,8512,1726,3246.0,,,,481.0,,,,1
50295,8568,829,3287.0,,,,494.0,,,,1
50303,8600,1395,3303.0,,,,502.0,,,,1
50310,8628,1171,3176.0,,,,491.0,,,,1
50314,8644,757,3184.0,,,,495.0,,,,1
50316,8652,1187,3315.0,,,,506.0,,,,1
50321,8672,909,3310.0,,,,485.0,,,,1
50339,8736,1255,3334.0,,,,489.0,,,,1
50363,8824,1842,3371.0,,,,510.0,,,,1
50365,8832,1251,3366.0,,,,493.0,,,,1
50366,8836,781,3256.0,,,,499.0,,,,1
50374,8868,1778,3505.0,,,,540.0,,,,1
50378,8884,1710,3513.0,,,,544.0,,,,1
50380,8892,1383,3276.0,,,,503.0,,,,1
50384,8908,1239,3284.0,,,,507.0,,,,1
50397,8960,1834,3300.0,,,,515.0,,,,1
50417,9040,1223,3573.0,,,,548.0,,,,1
50424,9068,1219,3585.0,,,,552.0,,,,1
50426,9076,620,3589.0,,,,556.0,,,,1
50434,9108,628,3483.0,3601.0,3482.0,,560.0,,,,1
50446,9152,1682,3621.0,,,,564.0,,,,1
50458,9200,897,3376.0,,,,519.0,,,,1
50464,9224,1678,3534.0,,,,505.0,,,,1
50470,9248,1207,3396.0,,,,523.0,,,,1
50471,9252,1355,3535.0,,,,513.0,522.0,526.0,509.0,1
50475,9268,1199,3408.0,3669.0,,,527.0,,,,1
50476,9272,1666,3412.0,,,,531.0,,,,1
50481,9292,1195,3681.0,,,,568.0,,,,1
50482,9296,1191,3547.0,,,,530.0,,,,1
50483,9300,1750,3685.0,,,,572.0,,,,1
50485,9308,773,3689.0,,,,576.0,,,,1
60007,9352,3426,3582.0,,,,517.0,,,,1
60021,9408,1080,3606.0,,,,525.0,,,,1
60028,9436,1469,3464.0,3603.0,,,534.0,,,,1
60034,9460,2187,3626.0,3476.0,3472.0,3741.0,535.0,,,,1
60043,9496,2620,3635.0,,,,542.0,,,,1
60049,9520,2616,3643.0,,,,546.0,,,,1
60058,9556,2434,3773.0,,,,584.0,,,,1
60059,9560,2372,3777.0,3504.0,,,554.0,543.0,539.0,550.0,2
60082,9652,1491,3687.0,,,,566.0,,,,1
60096,9708,1862,3715.0,,,,570.0,,,,1
60107,9744,2332,3731.0,,,,574.0,,,,1
60108,9748,3410,3865.0,,,,604.0,,,,1
60121,9800,2902,3572.0,,,,555.0,,,,1
60125,9816,1217,3592.0,,,,559.0,,,,1
60126,9820,1899,3774.0,,,,541.0,,,,1
60145,9892,1737,3921.0,,,,612.0,,,,1
60149,9904,2768,3929.0,,,,616.0,,,,1
60150,9908,2324,3779.0,,,,578.0,,,,1
60151,9912,1733,3933.0,,,,620.0,,,,1
60152,9916,2531,3783.0,,,,582.0,,,,1
60153,9920,1877,3937.0,,,,624.0,,,,1
60169,9984,1509,3830.0,,,,553.0,,,,1
60176,10012,1213,3842.0,3652.0,3973.0,,557.0,,,,2
60180,10028,2316,3819.0,,,,590.0,,,,1
60181,10032,2099,3985.0,,,,632.0,,,,1
60182,10036,1890,3823.0,,,,594.0,,,,1
60184,10044,2278,3664.0,,,,575.0,,,,1
60185,10048,2898,3827.0,,,,598.0,,,,1
60196,10092,2656,3870.0,,,,565.0,,,,1
60197,10096,944,3696.0,,,,579.0,,,,1
60202,10116,2258,3882.0,,,,569.0,,,,1
60204,10124,884,3847.0,,,,602.0,,,,1
60205,10128,1419,4005.0,,,,636.0,,,,1
60217,10176,2661,3863.0,,,,610.0,,,,1
60220,10188,2430,3906.0,,,,573.0,,,,1
60230,10228,3398,3883.0,,,,614.0,,,,1
60231,10232,2496,3748.0,3930.0,3887.0,,587.0,,,,1
60232,10236,2685,4029.0,,,,640.0,,,,1
60235,10248,2263,4037.0,,,,644.0,,,,1
60237,10256,2462,4041.0,,,,648.0,,,,1
60238,10260,2304,3895.0,,,,618.0,,,,1
60241,10272,2062,3942.0,,,,585.0,,,,1
60248,10300,2550,3768.0,,,,591.0,,,,1
60258,10340,2300,3927.0,,,,622.0,,,,1
60259,10344,2065,3966.0,4073.0,,,656.0,,,,1
60260,10348,1293,3970.0,,,,589.0,,,,1
60261,10352,2150,4077.0,,,,660.0,,,,1
60262,10356,2890,3931.0,,,,626.0,,,,1
60268,10380,2342,3939.0,,,,630.0,,,,1
60286,10452,2621,3828.0,,,,599.0,,,,1
60287,10456,2288,3998.0,,,,601.0,,,,1
60290,10464,3394,4002.0,,,,605.0,,,,1
60292,10472,3642,4006.0,,,,609.0,,,,1
60293,10476,973,3840.0,,,,603.0,,,,1
60294,10480,2284,3844.0,,,,607.0,,,,1
60310,10544,1209,4026.0,,,,613.0,,,,1
60313,10556,2280,4011.0,,,,634.0,,,,1
60315,10564,2664,3876.0,,,,619.0,,,,1
60316,10568,2163,4015.0,,,,638.0,,,,1
60318,10576,2146,4030.0,,,,617.0,,,,1
60320,10584,2272,4034.0,,,,621.0,,,,1
60322,10592,2264,4038.0,,,,625.0,,,,1
60325,10604,2105,4157.0,,,,676.0,,,,1
60326,10608,1089,4031.0,4161.0,,,642.0,,,,1
60327,10612,2260,4035.0,,,,646.0,,,,1
60344,10676,2256,4070.0,,,,633.0,,,,1
60345,10680,3390,3916.0,,,,623.0,,,,1
60349,10696,2369,3924.0,,,,627.0,,,,1
60350,10700,2259,4082.0,,,,637.0,,,,1
60352,10708,3382,4086.0,,,,641.0,,,,1
60380,10820,2763,4237.0,,,,684.0,,,,1
60385,10840,2675,4130.0,,,,649.0,,,,1
60391,10864,3634,4143.0,,,,658.0,,,,1
60395,10880,2019,3996.0,,,,643.0,,,,1
60397,10888,1950,4000.0,,,,647.0,,,,1
60402,10908,2700,4155.0,,,,662.0,,,,1
60405,10920,2244,4159.0,,,,666.0,,,,1
60412,10948,2309,4289.0,,,,692.0,,,,1
60414,10956,2365,4171.0,,,,670.0,,,,1
60417,10968,2002,4036.0,4175.0,,,674.0,,,,1
60424,10996,2882,4301.0,,,,696.0,,,,1
60429,11016,784,4056.0,,,,651.0,,,,1
60430,11020,780,4190.0,,,,657.0,,,,1
60431,11024,2590,4199.0,,,,678.0,,,,1
60432,11028,2650,4313.0,4194.0,,,700.0,,,,1
60433,11032,2647,4198.0,,,,661.0,,,,1
60434,11036,3554,4060.0,,,,655.0,,,,1
60435,11040,1141,4202.0,,,,665.0,,,,1
60439,11056,3746,4214.0,,,,669.0,,,,1
60441,11064,3370,4325.0,,,,704.0,,,,1
60443,11072,2101,4222.0,,,,673.0,,,,1
60449,11096,2224,4230.0,,,,677.0,,,,1
60451,11104,3742,4088.0,,,,667.0,,,,1
60453,11112,2216,4096.0,4337.0,4223.0,,690.0,,,,1
60454,11116,2212,4227.0,,,,694.0,,,,1
60455,11120,2208,4341.0,,,,708.0,,,,1
60459,11136,2640,4104.0,,,,671.0,,,,1
60462,11148,2200,4112.0,,,,675.0,,,,1
60463,11152,2878,4239.0,,,,698.0,,,,1
60467,11168,2184,4247.0,,,,702.0,,,,1
60468,11172,1085,4365.0,,,,712.0,,,,1
60470,11180,2180,4251.0,,,,706.0,,,,1
60502,11308,2176,4307.0,,,,714.0,,,,1
60510,11340,1148,4315.0,,,,718.0,,,,1
60511,11344,2305,4433.0,,,,720.0,,,,1
60512,11348,1104,4319.0,,,,722.0,,,,1
60513,11352,3362,4310.0,,,,685.0,728.0,681.0,724.0,1
60517,11368,2003,4331.0,,,,693.0,726.0,689.0,730.0,2
60519,11376,2164,4322.0,,,,697.0,,,,1
60520,11380,1609,4326.0,,,,701.0,,,,1
60523,11392,1064,4330.0,,,,705.0,,,,1
60525,11400,2156,4188.0,,,,683.0,,,,1
60526,11404,2058,4445.0,,,,687.0,746.0,744.0,695.0,1
60528,11412,2613,4342.0,,,,725.0,,,,1
60529,11416,2870,4192.0,,,,703.0,,,,1
60530,11420,2301,4346.0,,,,729.0,,,,1
60531,11424,3454,4196.0,,,,707.0,,,,1
60535,11440,1204,4204.0,,,,711.0,,,,1
60536,11444,2152,4358.0,,,,733.0,,,,1
60537,11448,2148,4208.0,,,,715.0,,,,1
60538,11452,2866,4362.0,,,,737.0,,,,1
60539,11456,3358,4453.0,,,,748.0,,,,1
60540,11460,1385,4355.0,,,,750.0,,,,1
60550,11500,1200,4469.0,4382.0,,,752.0,,,,1
60561,11540,2523,4387.0,,,,758.0,,,,1
60565,11556,2760,4252.0,,,,723.0,,,,1
60576,11592,2581,4414.0,4521.0,,,756.0,,,,1
60578,11600,2735,4525.0,,,,760.0,,,,1
60594,11664,1144,4557.0,,,,764.0,,,,1
60614,11744,3630,4344.0,,,,731.0,,,,1
60615,11748,2858,4482.0,,,,745.0,,,,1
60618,11760,2120,4479.0,4486.0,,,749.0,,,,1
60621,11772,2116,4356.0,,,,735.0,,,,1
60622,11776,2577,4498.0,,,,753.0,,,,1
60624,11784,2573,4502.0,,,,757.0,,,,1
60631,11812,2569,4499.0,,,,762.0,,,,1
60636,11832,3342,4613.0,,,,768.0,,,,1
60637,11836,2854,4515.0,,,,766.0,,,,1
60643,11860,1853,4527.0,,,,774.0,,,,1
60644,11864,3054,4526.0,,,,761.0,,,,1
60646,11872,2599,4535.0,,,,778.0,,,,1
60648,11880,2197,4396.0,,,,739.0,,,,1
60650,11888,1867,4641.0,,,,772.0,743.0,751.0,776.0,1
60653,11900,2134,4547.0,4404.0,,,794.0,,,,1
60654,11904,1109,4542.0,,,,765.0,,,,1
60656,11912,1981,4649.0,,,,784.0,,,,1
60657,11916,1357,4551.0,4408.0,,,798.0,,,,1
60661,11932,3050,4416.0,,,,755.0,,,,1
60667,11956,1711,4566.0,4432.0,4673.0,,788.0,,,,1
60671,11972,985,4440.0,,,,759.0,,,,1
60672,11976,1457,4578.0,,,,773.0,,,,1
60674,11984,1453,4579.0,,,,802.0,,,,1
60675,11988,1703,4689.0,,,,792.0,,,,1
60676,11992,3790,4583.0,,,,806.0,,,,1
60678,11996,3338,4693.0,,,,796.0,,,,1
60679,12000,2033,4582.0,,,,777.0,,,,1
60680,12004,3550,4448.0,,,,763.0,,,,1
60691,12048,2083,4603.0,,,,810.0,,,,1
60695,12064,2255,4611.0,,,,814.0,,,,1
60699,12080,2636,4488.0,,,,771.0,,,,1
60702,12092,2326,4492.0,,,,775.0,,,,1
60706,12108,2445,4627.0,,,,818.0,,,,1
60717,12148,2100,4733.0,,,,800.0,,,,1
60718,12152,1445,4639.0,,,,822.0,,,,1
60719,12156,1910,4646.0,4737.0,,,804.0,,,,1
60720,12160,2096,4520.0,,,,779.0,,,,1
60723,12172,1545,4532.0,4528.0,,,783.0,,,,1
60725,12180,1441,4643.0,,,,826.0,,,,1
60727,12188,2193,4540.0,,,,787.0,,,,1
60729,12196,1515,4761.0,,,,808.0,,,,1
60740,12240,3046,4667.0,,,,834.0,,,,1
60760,12320,1998,4698.0,,,,793.0,,,,1
