state,st_case,county,city,day,month,year,day_week,hour,minute,latitude,longitud,fatals
1,10034,83,0,22,1,2016,6,16,40,34.97634444,-86.805,1
1,10035,3,2355,22,1,2016,6,14,44,30.26755833,-87.5954,1
1,10036,125,3050,23,1,2016,7,18,54,33.16626944,-87.5255,1
1,10037,13,0,25,1,2016,2,13,30,31.65504722,-86.7123,1
1,10038,21,0,26,1,2016,3,12,15,32.70844167,-86.822,1
1,10039,43,0,27,1,2016,4,15,25,33.99765556,-86.9345,1
1,10040,117,530,27,1,2016,4,16,39,33.13842222,-86.6895,1
1,10041,125,3050,28,1,2016,5,7,41,33.22455,-87.5325,1
1,10042,19,0,30,1,2016,7,19,35,34.23925833,-85.8111,1
1,10043,91,0,31,1,2016,1,3,45,32.13339444,-87.7821,1
1,10044,77,0,2,2,2016,3,14,5,34.78961667,-87.7533,1
1,10045,55,190,7,2,2016,1,17,15,33.991225,-86.09200000000001,1
1,10046,101,2130,7,2,2016,1,6,15,32.36825,-86.1213,1
1,10047,73,330,13,2,2016,7,0,53,33.33825833,-86.9235,1
1,10048,89,1970,12,2,2016,6,14,22,34.67140833,-86.757,1
1,10049,87,0,14,2,2016,1,11,47,32.50567778,-85.6063,1
1,10050,15,0,12,2,2016,6,5,40,33.61401389,-85.7471,1
1,10051,117,1716,27,1,2016,4,18,27,33.42600556,-86.6685,1
1,10052,7,460,30,1,2016,7,1,25,32.942375,-87.1758,1
1,10053,95,0,31,1,2016,1,18,45,34.27140278,-86.2843,1
1,10054,43,0,1,2,2016,2,22,25,34.21828611,-86.8954,1
1,10055,73,1850,3,2,2016,4,18,40,33.5428,-86.5597,1
1,10056,49,0,3,2,2016,4,0,30,34.21377778,-86.0908,1
1,10057,51,2063,4,2,2016,5,21,50,32.48930833,-86.4085,1
1,10058,79,0,6,2,2016,7,18,15,34.38321389,-87.1208,1
1,10059,97,2100,6,2,2016,7,16,22,30.66925833,-88.1031,1
1,10060,43,0,7,2,2016,1,15,23,33.95832222,-87.0051,2
1,10061,101,2130,8,2,2016,2,16,10,32.379475,-86.1571,1
1,10062,51,0,9,2,2016,3,16,17,32.63058056,-86.3007,1
1,10063,89,1730,22,3,2016,3,20,28,34.73503889,-86.6273,1
1,10064,73,0,27,2,2016,7,21,2,33.5032,-87.2454,1
1,10065,3,0,11,2,2016,5,1,5,30.71989444,-87.8017,1
1,10066,89,0,7,2,2016,1,19,25,34.93386389,-86.5718,1
1,10067,97,0,9,2,2016,3,14,10,30.44338611,-88.3592,1
1,10068,127,0,10,2,2016,4,16,30,33.87446111,-87.461,1
1,10069,125,0,16,2,2016,3,13,30,33.07621111,-87.541,1
1,10070,123,2940,16,2,2016,3,0,30,32.50845278,-85.8625,1
1,10071,51,0,20,2,2016,7,2,10,32.46191111,-86.3893,1
1,10072,21,0,3,3,2016,5,10,10,32.99652778,-86.6993,1
1,10073,83,0,26,2,2016,6,22,25,34.85565833,-86.928,1
1,10074,63,0,10,3,2016,5,16,8,32.88001389,-87.9096,1
1,10075,71,0,17,2,2016,4,7,40,34.86092222,-86.0653,1
1,10076,73,0,11,3,2016,6,23,55,33.43970833,-86.7335,1
1,10077,35,0,16,2,2016,3,22,15,31.51423889,-86.70299999999999,2
1,10078,97,0,17,2,2016,4,4,25,31.03037778,-88.024,1
1,10079,31,0,17,2,2016,4,23,0,31.26816111,-85.8433,1
1,10080,73,350,18,2,2016,5,21,20,33.46901111,-86.8874,2
1,10081,95,0,18,2,2016,5,11,39,34.36239444,-86.404,3
1,10082,31,0,20,2,2016,7,3,45,31.48724444,-85.9129,2
1,10083,3,1943,20,2,2016,7,20,48,30.60212778,-87.7377,1
1,10084,33,0,20,2,2016,7,16,40,34.70930278,-87.7759,1
1,10085,77,1200,21,2,2016,1,18,33,34.854775,-87.6917,1
1,10086,123,0,22,2,2016,2,19,42,32.55949167,-85.8153,2
1,10087,125,505,22,2,2016,2,15,40,33.22530556,-87.3162,1
1,10088,125,3050,23,2,2016,3,11,47,33.16998889,-87.4957,1
1,10089,117,0,23,2,2016,3,13,31,33.4317,-86.4636,1
1,10090,19,1852,24,2,2016,4,20,12,34.16740278,-85.7961,1
1,10091,69,930,25,2,2016,5,0,30,31.16443611,-85.4021,1
1,10092,3,860,25,2,2016,5,3,55,30.60952778,-87.852,1
1,10093,113,0,25,2,2016,5,6,40,32.46948889,-85.2044,1
1,10094,97,0,26,2,2016,6,23,0,30.52230556,-88.3023,1
1,10095,125,0,26,2,2016,6,11,50,33.06433333,-87.5387,1
1,10096,107,0,26,2,2016,6,22,0,33.18725,-88.1933,1
1,10097,127,0,27,2,2016,7,3,0,33.90663333,-87.3012,1
1,10098,97,2100,28,2,2016,1,18,20,30.54526111,-88.1717,1
1,10099,97,2100,29,2,2016,2,0,26,30.7318,-88.06,1
1,10100,121,0,29,2,2016,2,20,50,33.15970556,-86.3646,1
1,10101,53,0,1,3,2016,3,14,0,31.05388333,-87.4462,1
1,10102,49,0,1,3,2016,3,9,20,34.48814722,-85.7404,1
1,10103,1,0,1,3,2016,3,17,20,32.53740833,-86.8491,1
1,10104,69,0,1,3,2016,3,23,20,31.15448056,-85.4175,1
1,10105,73,2960,3,3,2016,5,18,29,33.58221389,-86.7754,1
1,10106,119,0,5,3,2016,7,4,52,32.71125833,-88.1266,1
1,10107,125,0,5,3,2016,7,22,0,33.13813889,-87.8266,1
1,10108,71,0,5,3,2016,7,14,20,34.63446111,-85.9077,1
1,10109,21,0,5,3,2016,7,19,30,33.04846111,-86.8105,1
1,10110,33,3060,5,3,2016,7,22,42,34.71395833,-87.709,1
1,10111,43,0,7,3,2016,2,16,30,34.11851944,-86.6785,1
1,10112,49,1230,7,3,2016,2,19,23,34.43671111,-85.7412,1
1,10113,97,2100,8,3,2016,3,23,20,30.68649167,-88.2076,1
1,10114,89,0,8,3,2016,3,16,10,34.96238611,-86.4823,1
1,10115,89,1730,8,3,2016,3,11,54,34.74266111,-86.6058,1
1,10116,71,2720,9,3,2016,4,14,13,34.69514444,-85.9868,1
1,10117,1,2540,9,3,2016,4,17,9,32.48041944,-86.4356,1
1,10118,115,0,13,3,2016,1,4,45,33.71573333,-86.4479,1
1,10119,127,560,11,3,2016,6,11,12,33.91072778,-87.5031,1
1,10120,97,2100,13,3,2016,1,3,36,30.67576667,-88.1301,1
1,10121,35,0,14,3,2016,2,5,50,31.269575,-87.2015,1
1,10122,111,0,14,3,2016,2,17,30,33.13093611,-85.4945,1
1,10123,89,0,15,3,2016,3,21,30,34.91614722,-86.7138,1
1,10124,125,0,16,3,2016,4,18,0,33.27088056,-87.2265,1
1,10125,73,350,17,3,2016,5,9,45,33.56193611,-87.1079,1
1,10126,69,930,19,3,2016,7,3,17,31.19710833,-85.4126,1
1,10127,13,0,23,3,2016,4,20,41,31.76528333,-86.6991,1
1,10128,73,330,24,3,2016,5,6,45,33.33615556,-87.0085,1
1,10129,21,0,26,3,2016,7,10,15,33.006275,-86.706,1
1,10130,73,350,29,3,2016,3,11,14,33.58908056,-86.8628,1
1,10131,115,0,30,3,2016,4,14,15,33.58358056,-86.441,1
1,10132,53,0,31,3,2016,5,12,40,31.13154722,-87.4342,1
1,10133,97,2550,1,4,2016,6,20,7,30.74822778,-88.0896,1
1,10134,97,2100,1,4,2016,6,12,38,30.59463056,-88.1547,1
1,10135,1,0,2,4,2016,7,13,25,32.54537222,-86.4532,1
1,10136,21,0,4,4,2016,2,2,30,32.92196389,-86.6496,1
1,10137,73,0,17,3,2016,5,7,5,33.27371111,-86.9929,1
1,10138,73,0,27,3,2016,1,7,56,33.68201667,-86.6821,1
1,10139,73,0,19,3,2016,7,3,48,33.74836389,-86.9261,1
1,10140,117,2120,4,3,2016,6,7,13,33.16515278,-86.8614,1
1,10141,97,2100,20,3,2016,1,13,25,30.74325,-88.1611,1
1,10142,125,0,20,3,2016,1,4,0,33.08923611,-87.6752,1
1,10143,45,0,4,3,2016,6,18,5,31.47326667,-85.538,1
1,10144,9,0,11,3,2016,6,22,18,34.07180833,-86.5661,1
1,10145,129,1959,14,3,2016,2,8,46,31.26151667,-88.0302,1
1,10146,73,350,15,3,2016,3,23,5,33.50997778,-86.8347,1
1,10147,97,0,16,3,2016,4,6,20,30.95160833,-88.0261,1
1,10148,73,350,17,3,2016,5,12,45,33.52534444,-86.7223,1
1,10149,19,0,17,3,2016,5,20,50,34.14819722,-85.5673,1
1,10150,55,2822,18,3,2016,6,12,23,33.86720278,-86.0391,1
1,10151,103,2814,19,3,2016,7,15,33,34.46064444,-86.7791,1
1,10152,43,0,22,3,2016,3,6,30,34.19233333,-86.7862,1
1,10153,69,930,24,3,2016,5,21,18,31.21736389,-85.4314,1
1,10154,55,2719,24,3,2016,5,7,43,34.17148333,-86.0963,1
1,10155,71,0,24,3,2016,5,8,10,34.63155278,-85.89299999999999,1
1,10156,97,2550,25,3,2016,6,21,56,30.7444,-88.0762,1
1,10157,43,0,25,3,2016,6,17,2,34.08814167,-86.7344,1
1,10158,115,0,26,3,2016,7,19,30,33.93824444,-86.3036,1
1,10159,127,0,28,3,2016,2,7,50,33.70241944,-87.464,4
1,10160,95,1500,29,3,2016,3,5,45,34.39229167,-86.2012,1
1,10161,47,2760,29,3,2016,3,5,5,32.43344444,-87.0542,1
1,10162,21,0,29,3,2016,3,13,0,32.73531111,-86.4434,1
1,10163,133,0,30,3,2016,4,17,7,34.087275,-87.5966,1
1,10164,51,0,30,3,2016,4,7,50,32.50697222,-86.1288,2
1,10165,101,2130,31,3,2016,5,5,1,32.42288056,-86.2727,1
1,10166,101,2130,31,3,2016,5,18,32,32.40918611,-86.1599,1
1,10167,97,0,1,4,2016,6,8,35,30.54471667,-88.25399999999999,1
1,10168,55,1280,2,4,2016,7,21,34,34.01335278,-85.9964,2
1,10169,83,0,2,4,2016,7,22,35,34.85868056,-86.9299,1
1,10170,49,0,3,4,2016,1,3,30,34.52758333,-85.6996,1
1,10171,103,0,14,4,2016,5,4,55,34.56616944,-86.911,1
1,10172,101,2465,18,4,2016,2,5,40,32.36794722,-86.0669,1
1,10173,73,0,30,3,2016,4,19,25,33.82198889,-86.8294,1
1,10174,87,0,19,3,2016,7,18,43,32.45243056,-85.5315,5
1,10175,127,0,11,4,2016,2,17,25,33.82414722,-87.1012,1
1,10176,3,860,9,4,2016,7,22,43,30.65428333,-87.8436,1
1,10177,81,0,8,4,2016,6,14,5,32.49341944,-85.0907,1
1,10178,23,520,18,4,2016,2,11,0,32.09033889,-88.2318,1
1,10179,103,2814,18,4,2016,2,16,55,34.44825833,-86.7596,1
1,10180,81,0,17,4,2016,1,18,57,32.47458333,-85.3365,1
1,10181,81,0,17,4,2016,1,22,21,32.47908611,-85.2429,1
1,10182,9,0,17,4,2016,1,20,3,34.08056944,-86.3404,1
1,10183,33,0,13,4,2016,4,13,45,34.73356111,-87.8646,1
1,10184,31,1030,3,4,2016,1,23,20,31.34691944,-85.87299999999999,1
1,10185,87,0,1,4,2016,6,15,40,32.44826944,-85.5195,1
1,10186,97,2100,24,3,2016,5,4,15,30.73139722,-88.1745,1
1,10187,9,0,21,4,2016,5,19,24,34.22471944,-86.4578,1
1,10188,55,1280,21,4,2016,5,20,7,34.01538056,-86.0013,1
1,10189,79,0,20,4,2016,4,21,15,34.54984167,-87.251,1
1,10190,5,0,18,4,2016,2,6,30,31.86150833,-85.3925,2
1,10191,35,1080,18,4,2016,2,7,8,31.43558333,-86.9481,1
1,10192,101,0,22,4,2016,6,7,30,31.98291389,-86.2917,1
1,10193,51,3270,23,4,2016,7,14,18,32.53545278,-86.2325,1
1,10194,117,0,24,4,2016,1,14,0,33.08387778,-86.554,1
1,10195,73,350,25,4,2016,2,23,0,33.46950278,-86.8865,1
1,10196,89,1730,25,4,2016,2,8,2,34.73296944,-86.6677,1
1,10197,59,0,27,4,2016,4,15,30,34.46599444,-87.75299999999999,1
1,10198,51,3270,28,4,2016,5,99,99,32.51001111,-86.0782,1
1,10199,49,0,29,4,2016,6,16,45,34.42536389,-86.0175,1
1,10200,37,1390,1,5,2016,1,6,50,33.07541667,-86.0693,1
1,10201,125,0,2,2,2016,3,4,50,33.236125,-87.1457,1
1,10202,65,2210,13,2,2016,7,0,25,32.59513611,-87.53299999999999,1
1,10203,1,0,13,2,2016,7,11,48,32.57417222,-86.5991,1
1,10204,49,0,26,2,2016,6,14,5,34.29729444,-85.7848,1
1,10205,3,0,16,2,2016,3,10,55,30.41976111,-87.8525,1
1,10206,33,0,27,2,2016,7,12,45,34.78508611,-87.494,1
1,10207,81,0,20,2,2016,7,2,36,32.52098611,-85.3827,1
1,10208,103,0,18,2,2016,5,23,20,34.41469167,-87.0814,1
1,10209,121,0,18,2,2016,5,12,12,33.25330278,-86.3428,1
1,10210,43,0,13,2,2016,7,21,45,34.17027778,-86.7428,1
1,10211,69,930,9,2,2016,3,16,20,31.18929444,-85.4028,1
1,10212,27,0,7,2,2016,1,18,10,33.18625556,-85.9332,1
1,10213,81,0,5,2,2016,6,6,9,32.52803056,-85.3768,1
1,10214,71,0,1,1,2016,6,2,22,34.67664722,-85.78200000000001,1
1,10215,101,0,2,1,2016,7,14,27,32.45438889,-86.2062,1
1,10216,51,0,2,1,2016,7,16,30,32.57778889,-86.1554,1
1,10217,9,0,4,2,2016,5,10,16,34.04534722,-86.3349,1
1,10218,47,0,2,1,2016,7,17,20,32.46552222,-87.0733,1
1,10219,79,0,18,1,2016,2,12,45,34.59438056,-87.3567,1
1,10220,103,0,27,1,2016,4,7,0,34.46536389,-86.7359,1
1,10221,97,0,16,1,2016,7,13,50,30.70059444,-88.31,1
1,10222,51,0,21,1,2016,5,21,10,32.63636111,-86.1283,1
1,10223,9,0,11,1,2016,2,17,36,33.89295833,-86.5187,2
1,10224,51,0,9,1,2016,7,5,38,32.43390833,-86.1239,1
1,10225,77,0,17,1,2016,1,18,5,34.97452778,-87.5205,1
1,10226,101,0,10,2,2016,4,22,25,32.40701667,-86.3442,2
1,10227,101,0,2,1,2016,7,18,5,32.41687778,-86.3557,1
1,10228,35,1080,11,1,2016,2,18,35,31.42476667,-87.0003,1
1,10229,101,2130,14,3,2016,2,20,50,32.32693056,-86.2821,1
1,10230,21,1790,12,4,2016,3,18,18,32.95967778,-86.7468,1
1,10231,113,0,21,4,2016,5,19,10,32.38103333,-85.3801,1
1,10232,31,0,23,4,2016,7,23,4,31.20233889,-85.92,1
1,10233,17,0,24,4,2016,1,18,54,32.74885278,-85.2434,1
1,10234,113,2440,26,4,2016,3,20,22,32.50251389,-85.0092,1
1,10235,113,0,29,4,2016,6,21,20,32.44619722,-85.2504,1
1,10236,39,0,29,4,2016,6,5,34,31.44721944,-86.45299999999999,1
1,10237,47,0,30,4,2016,7,23,40,32.41395278,-87.1076,1
1,10238,15,0,3,5,2016,3,11,40,33.86073611,-85.9701,1
1,10239,73,350,3,5,2016,3,22,15,33.48693611,-86.8555,2
1,10240,101,2130,4,5,2016,4,18,19,32.36599444,-86.2962,1
1,10241,95,50,5,5,2016,5,10,0,34.282275,-86.1916,1
1,10242,113,0,5,5,2016,5,4,11,32.09955278,-85.0816,1
1,10243,125,0,5,5,2016,5,23,10,33.15476667,-87.5919,1
1,10244,45,0,6,5,2016,6,16,55,31.59746944,-85.7481,1
1,10245,127,0,6,5,2016,6,3,45,33.85751667,-87.3677,1
1,10246,69,930,7,5,2016,7,11,34,31.23985278,-85.4809,1
1,10247,5,710,6,5,2016,6,13,10,31.88528611,-85.4609,1
1,10248,73,330,9,5,2016,2,13,13,33.3337,-86.9632,1
1,10249,93,0,10,5,2016,3,12,25,34.04421389,-87.8958,1
1,10250,89,1730,19,5,2016,5,1,32,34.71350833,-86.6489,3
1,10251,73,330,19,5,2016,5,11,58,33.33245833,-86.9979,1
1,10252,101,2130,22,5,2016,1,12,12,32.36714722,-86.3218,1
1,10253,77,0,14,4,2016,5,11,50,34.99738056,-87.5117,1
1,10254,79,0,23,4,2016,7,22,54,34.41596667,-87.1222,2
1,10255,81,2340,22,4,2016,6,19,21,32.63953611,-85.3793,2
1,10256,3,1210,29,4,2016,6,21,11,30.35568889,-87.6766,1
1,10257,47,0,7,5,2016,7,21,10,32.50555833,-87.0187,1
1,10258,99,0,6,5,2016,6,11,30,31.46561667,-87.3398,1
1,10259,69,0,10,5,2016,3,16,40,31.07734167,-85.405,1
1,10260,57,0,10,5,2016,3,18,45,33.73998611,-87.9478,1
1,10261,53,1180,11,5,2016,4,23,55,30.99778611,-87.2659,1
1,10262,73,350,12,5,2016,5,21,9,33.55181667,-86.7382,1
1,10263,101,2130,12,5,2016,5,4,55,32.32651667,-86.2895,1
1,10264,117,655,12,5,2016,5,12,55,33.34996944,-86.6204,2
1,10265,39,1615,13,5,2016,6,19,10,31.35647778,-86.4701,1
1,10266,121,2910,13,5,2016,6,16,29,33.40871944,-86.1337,1
1,10267,69,930,14,5,2016,7,99,99,31.31360556,-85.4388,1
1,10268,125,2260,14,5,2016,7,21,32,33.24033889,-87.5901,1
1,10269,55,0,15,5,2016,1,14,48,34.12693889,-86.12,1
1,10271,15,0,18,5,2016,4,16,25,33.82821944,-85.8066,1
1,10272,15,9997,13,5,2016,6,17,41,33.89512778,-85.9183,1
1,10273,53,470,5,4,2016,3,13,18,31.08608056,-87.101,1
1,10274,9,0,5,5,2016,5,16,30,33.85436667,-86.7558,1
1,10275,97,0,13,5,2016,6,99,99,30.58963889,-88.2924,1
1,10276,55,1280,19,5,2016,5,19,32,34.02615278,-85.9573,1
1,10277,125,3050,21,5,2016,7,21,1,33.19810556,-87.4807,1
1,10278,127,0,21,5,2016,7,10,30,33.81217778,-87.1476,1
1,10279,15,0,22,5,2016,1,8,35,33.78005556,-85.9573,1
1,10280,113,2440,22,5,2016,1,2,14,32.44784722,-85.0172,1
1,10281,43,224,22,5,2016,1,16,25,34.24727778,-86.6185,1
1,10282,49,0,22,5,2016,1,13,53,34.82008611,-85.5797,1
1,10283,93,1540,23,5,2016,2,8,30,34.12880556,-87.9899,1
1,10284,97,2100,25,5,2016,4,19,15,30.60149722,-88.0957,1
1,10285,83,0,25,5,2016,4,12,40,34.84559167,-86.8736,1
1,10286,73,3080,26,5,2016,5,23,0,33.60577778,-86.5808,1
1,10287,73,350,26,5,2016,5,16,10,33.58572778,-86.6992,1
1,10288,1,0,26,5,2016,5,12,50,32.53255278,-86.8971,1
1,10289,55,80,26,5,2016,5,14,45,34.03827778,-86.2931,1
1,10290,89,1970,26,5,2016,5,20,33,34.70653889,-86.73299999999999,1
1,10291,133,0,26,5,2016,5,12,50,34.14956667,-87.1814,1
1,10292,89,1730,27,5,2016,6,20,9,34.73620278,-86.6494,1
1,10293,97,0,27,5,2016,6,20,25,30.98529722,-88.3248,1
1,10294,69,0,27,5,2016,6,16,50,31.18729722,-85.1813,1
1,10295,19,630,29,5,2016,1,8,13,34.17035833,-85.6558,1
1,10296,101,2130,29,5,2016,1,19,45,32.40547778,-86.2653,1
1,10297,37,0,30,5,2016,2,12,25,32.80971111,-86.0361,1
1,10298,45,0,31,5,2016,3,7,30,31.39835833,-85.4727,1
1,10299,117,2405,31,5,2016,3,20,51,33.30944444,-86.7874,1
1,10300,89,1730,3,6,2016,6,7,42,34.771475,-86.5928,1
1,10301,73,1110,3,6,2016,6,5,8,33.46276944,-86.9416,1
1,10302,127,0,4,6,2016,7,10,20,33.95309444,-87.176,1
1,10303,89,1730,5,6,2016,1,20,20,34.77149444,-86.65100000000001,1
1,10304,31,0,5,6,2016,1,18,15,31.59656111,-86.1382,1
1,10305,43,0,27,5,2016,6,22,5,34.29615556,-86.911,1
1,10306,21,0,4,6,2016,7,4,20,32.91451667,-86.6425,1
1,10307,73,0,10,6,2016,6,8,45,33.61798333,-86.6376,1
1,10308,1,0,11,6,2016,7,16,20,32.66340278,-86.50299999999999,1
1,10309,17,1820,3,4,2016,1,16,45,32.88607778,-85.4075,1
1,10310,37,0,23,5,2016,2,8,5,32.90614167,-86.0087,1
1,10311,117,2405,25,5,2016,4,22,35,33.33329167,-86.7918,1
1,10312,129,0,27,5,2016,6,16,25,31.24368889,-88.0204,1
1,10313,11,0,30,5,2016,2,20,30,32.16192778,-85.5126,1
1,10314,97,2100,31,5,2016,3,20,56,30.70356667,-88.0475,1
1,10315,133,0,1,6,2016,4,12,30,34.17855833,-87.1218,2
1,10316,73,350,4,6,2016,7,7,55,33.49516389,-86.8256,1
1,10317,9,0,3,6,2016,6,21,0,34.17674167,-86.5111,1
1,10318,43,0,5,6,2016,1,17,44,34.02911111,-87.0602,1
1,10319,115,0,6,6,2016,2,20,0,33.91423056,-86.3176,1
1,10320,103,0,7,6,2016,3,9,35,34.54976667,-86.693,1
1,10321,15,0,7,6,2016,3,17,15,33.649075,-85.7514,1
1,10322,51,3270,7,6,2016,3,14,14,32.46183333,-86.1939,1
1,10323,21,0,8,6,2016,4,15,15,32.74933611,-86.8661,4
1,10324,89,1970,8,6,2016,4,21,16,34.67511944,-86.7558,1
1,10325,95,1500,10,6,2016,6,17,32,34.30373889,-86.2837,1
1,10326,113,0,10,6,2016,6,7,2,32.47024722,-85.0591,1
1,10327,89,0,11,6,2016,7,2,40,34.61429444,-86.3761,1
1,10328,39,0,11,6,2016,7,10,25,31.38900278,-86.5714,2
1,10329,11,3090,12,6,2016,1,6,50,32.15064444,-85.7034,1
1,10330,121,0,13,6,2016,2,21,5,33.31468333,-86.3592,1
1,10331,115,0,4,7,2016,2,12,20,33.79001667,-86.3881,1
1,10332,101,2130,3,7,2016,1,5,1,32.36259722,-86.2185,1
1,10333,73,350,3,7,2016,1,2,3,33.54124167,-86.7895,1
1,10334,115,0,23,6,2016,5,13,35,33.77739167,-86.4264,2
1,10335,103,1590,12,6,2016,1,8,46,34.4419,-86.9015,1
1,10336,107,70,3,5,2016,3,16,44,33.12985,-88.1686,1
1,10337,121,1870,5,6,2016,1,21,53,33.60266389,-86.0645,2
1,10338,9,0,23,6,2016,5,23,26,33.92834167,-86.8674,1
1,10339,51,0,9,6,2016,5,0,15,32.57674444,-86.2431,2
1,10340,43,0,9,6,2016,5,7,49,34.285675,-86.4965,1
1,10341,81,0,10,6,2016,6,6,34,32.62623889,-85.5889,1
1,10342,9,2811,10,6,2016,6,11,40,34.10171944,-86.4058,1
1,10343,113,0,10,6,2016,6,23,50,32.440725,-85.3018,1
1,10344,63,0,15,6,2016,4,10,55,32.65485278,-88.0011,1
1,10345,61,1990,11,6,2016,7,21,3,31.13770556,-85.5544,1
1,10346,1,0,15,6,2016,4,23,30,32.50929444,-86.4934,1
1,10347,7,0,16,6,2016,5,5,35,32.92521944,-87.0432,1
1,10348,7,0,17,6,2016,6,23,0,32.89769167,-87.124,1
1,10349,89,1730,17,6,2016,6,17,13,34.71682222,-86.5476,1
1,10350,73,350,18,6,2016,7,3,34,33.56109722,-86.7658,1
1,10351,69,0,19,6,2016,1,9,40,31.09911944,-85.3125,1
1,10353,125,0,19,6,2016,1,9,0,33.30254722,-87.781,1
1,10354,71,0,20,6,2016,2,18,40,34.62388056,-85.801,1
1,10355,133,0,20,6,2016,2,6,15,34.088875,-87.6288,1
1,10356,115,0,21,6,2016,3,13,20,33.73829444,-86.3398,1
1,10357,67,0,23,6,2016,5,16,45,31.66401667,-85.2026,1
1,10358,89,0,23,6,2016,5,10,0,34.80964722,-86.6912,1
1,10359,13,0,24,6,2016,6,13,35,31.52758333,-86.7188,1
1,10360,89,0,24,6,2016,6,13,20,34.76588333,-86.4743,1
1,10361,111,0,24,6,2016,6,0,55,33.45738056,-85.5936,1
1,10362,97,0,24,6,2016,6,13,15,30.48595556,-88.3161,1
1,10363,83,9997,25,6,2016,7,9,31,34.64207778,-86.8797,1
1,10364,43,0,25,6,2016,7,22,45,33.94893056,-87.069,1
1,10365,37,1390,25,6,2016,7,13,30,99.9999,999.9999,1
1,10366,69,930,25,6,2016,7,8,33,31.25835556,-85.4886,1
1,10367,19,0,25,6,2016,7,6,39,34.06869722,-85.6812,1
1,10368,45,0,26,6,2016,1,99,99,31.34005833,-85.4878,1
1,10369,47,2760,26,6,2016,1,0,25,32.41725278,-87.0696,1
1,10370,125,0,27,6,2016,2,15,35,33.05512778,-87.5798,2
1,10371,67,0,28,6,2016,3,18,15,31.63820278,-85.4156,1
1,10372,93,270,28,6,2016,3,11,32,99.9999,999.9999,1
1,10373,19,0,28,6,2016,3,18,5,34.27335278,-85.6429,1
1,10374,113,0,28,6,2016,3,12,28,32.46568333,-85.0846,1
1,10375,89,0,30,6,2016,5,22,42,34.79553056,-86.5407,1
1,10376,29,0,30,6,2016,5,15,45,33.50306111,-85.6081,1
1,10377,89,0,30,6,2016,5,11,40,34.89256667,-86.6596,1
1,10378,71,0,2,7,2016,7,17,25,34.97695556,-85.9146,1
1,10379,19,0,4,7,2016,2,9,12,34.14231944,-85.572,1
1,10380,73,3125,16,7,2016,7,18,50,33.44469722,-86.7275,1
1,10381,97,2100,13,5,2016,6,16,18,30.68958611,-88.1704,1
1,10382,89,1970,10,7,2016,1,7,55,34.68826389,-86.7191,1
1,10383,97,2100,5,7,2016,3,3,54,30.57957778,-88.1734,1
1,10384,73,350,18,7,2016,2,6,30,33.54964167,-86.8291,1
1,10385,115,2620,12,7,2016,3,6,18,33.60336389,-86.2261,1
1,10386,127,0,8,4,2016,6,7,30,33.79221944,-87.1831,1
